sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
17,,,10. Via Aurelia.,Roma-Arelate,route,,ad,,Ad Herculem,Ad Herculem,Ad Herculem,m. p.,XVII,m. p. XVII,17.0,,https://pleiades.stoa.org/places/409212,43.5389359,10.42392065,,station (road or coastal),
18,,,10. Via Aurelia.,Roma-Arelate,route,,,,Pise,Pisae,Pisae,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/403253,43.719417,10.400106,,settlement,
19,,,10. Via Aurelia.,Roma-Arelate,route,,,,Papiriana,Papiriana Fossa,Fossae Papirianae,m. p.,XI,m. p. XI,11.0,,https://pleiades.stoa.org/places/403208,43.874536,10.256911,,canal,
20,,,10. Via Aurelia.,Roma-Arelate,route,,,,Lune,Lunae,Luna,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/403235,44.064253,10.016856,,settlement,
21,,,10. Via Aurelia.,Roma-Arelate,route,,,,Boacias,Boacias,Boacias,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/403188,44.163256,9.910685,,station,
22,,,10. Via Aurelia.,Roma-Arelate,route,,,,Bodetia,Bodetia,Bodetia,m. p.,XXVII,m. p. XXVII,27.0,,https://pleiades.stoa.org/places/383595,44.242543,9.656845,,station,
23,,,10. Via Aurelia.,Roma-Arelate,route,,,,Tegulata,Tegulata,Tegulata,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/383795,44.308919,9.343302,,station,
24,,,10. Via Aurelia.,Roma-Arelate,route,,,,Delphinis,Portus Delphini,Portus Delphini,m. p.,XXI,m. p. XXI,21.0,,https://pleiades.stoa.org/places/383750,44.303972,9.207761,,station,
25,,,10. Via Aurelia.,Roma-Arelate,route,,,,Genua,Genua,Genua,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/383664,44.4062315,8.93155,,settlement,
26,,,10. Via Aurelia.,Roma-Arelate,route,,,,Libanum,Libarna,Libarna,m. p.,XXXVI,m. p. XXXVI,36.0,,https://pleiades.stoa.org/places/383694,44.7148917,8.8610596,,settlement,
27,,,10. Via Aurelia.,Roma-Arelate,route,,,,Dertona,Dertona,Dertona,m. p.,XXXV,m. p. XXXV,35.0,,https://pleiades.stoa.org/places/383633,44.897171,8.865452,,settlement,
28,,,10. Via Aurelia.,Roma-Arelate,route,,,,Aquis,Aquae Statiellae,Aquae Statiellae,m. p.,XXVIII,m. p. XXVIII,28.0,,https://pleiades.stoa.org/places/383574,44.675532,8.470658,,settlement,
29,,,10. Via Aurelia.,Roma-Arelate,route,,,,Crixia,Crixia,Crixia,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/383629,44.48594,8.309042,,station,
30,,,10. Via Aurelia.,Roma-Arelate,route,,,,Canalico,Canalicum,Canalicum,m. p.,X,m. p. X,10.0,,https://pleiades.stoa.org/places/383609,44.397501,8.277543,,station,
31,,,10. Via Aurelia.,Roma-Arelate,route,,,,Vadis Sabatis,Vada Sabati,Vada Sabatia,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/383808,44.269359,8.435757,,settlement,
32,,,10. Via Aurelia.,Roma-Arelate,route,,,,Pullopice,Pullopice,Pullopice,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/157910,44.169972,8.345138,,station,
33,,,10. Via Aurelia.,Roma-Arelate,route,,,,Albingauno,Albingaunum,Albingaunum,m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/157803,44.0484,8.21493,,settlement,
34,,,10. Via Aurelia.,Roma-Arelate,route,,,,Luco Bormani,Luco Bormani,Lucus Bormani,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/157879,43.911292,8.08057,lucus,settlement,
35,,,10. Via Aurelia.,Roma-Arelate,route,,,,Costa Ballene,Costa Balenae,Costa Bellene/Ballene (Capo Don?),m. p.,XVI,m. p. XVI,16.0,,https://pleiades.stoa.org/places/157837,43.8347443,7.86531955,,station,
36,,,10. Via Aurelia.,Roma-Arelate,route,,,,Albintimilio,Albintimilium,Alb(i)um Intimilium/Albintimilium,m. p.,XVI,m. p. XVI,16.0,,https://pleiades.stoa.org/places/157802,43.789146,7.625772,,settlement,
37,,,10. Via Aurelia.,Roma-Arelate,route,,,,Lumone,Lumone,Lumo,m. p.,X,m. p. X,10.0,,https://pleiades.stoa.org/places/157880,43.7586,7.476725,,station,
38,,,10. Via Aurelia.,Roma-Arelate,route,,,,Alpe Summa,Alpis Summa/Alpis Maritima,Tropaeum Augusti/Alpium Tropaeum/Alpis Summa/Alpis Maritima,m. p.,VI,m. p. VI,6.0,,https://pleiades.stoa.org/places/157940,43.7445795,7.4019021,,monument,
39,,,10. Via Aurelia.,Roma-Arelate,route,,,,Cemenelo,Cemenelum,Cemenelum,m. p.,VIIII,m. p. VIIII,9.0,,https://pleiades.stoa.org/places/157834,43.7194725,7.2758295,,settlement,
40,,,10. Via Aurelia.,Roma-Arelate,route,,,,Varum flumen,Varus,Varus (river),m. p.,VI,m. p. VI,6.0,,https://pleiades.stoa.org/places/157942,43.7733763,7.2126343,flumen,river,
41,,,10. Via Aurelia.,Roma-Arelate,route,,,,Antipoli,Antipols,Antipolis,m. p.,X,m. p. X,10.0,,https://pleiades.stoa.org/places/157812,43.580587,7.120902,,settlement,
42,,,10. Via Aurelia.,Roma-Arelate,route,,ad,,Ad Horrea,Ad Horrea,Ad Horrea,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/157798,43.549999,6.956062,,station,
43,,,10. Via Aurelia.,Roma-Arelate,route,,,,Forum Iuli,Forum Iulii,Col. Forum Iulii,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/157836,43.4328295,6.7360345,forum,settlement,
44,,,10. Via Aurelia.,Roma-Arelate,route,,,,Forum Voconi,Forum Voconi,Forum Voconii,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/157854,43.405374,6.384516,forum,station,
45,,,10. Via Aurelia.,Roma-Arelate,route,,,,Matavonio,Matavonium,Matavo,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/157884,43.410096,6.224208,,station,
46,,,10. Via Aurelia.,Roma-Arelate,route,,ad,,Ad Turrem,Ad Turrem,Ad Turrem,m. p.,XIIII,m. p. XIIII,14.0,,https://pleiades.stoa.org/places/157799,43.407853,5.923999,turris,station,
47,,,10. Via Aurelia.,Roma-Arelate,route,,,,Tegulata,Tegulata,Tegulata,m. p.,XVI,m. p. XVI,16.0,,https://pleiades.stoa.org/places/148214,43.482079,5.699723,,station,
48,,,10. Via Aurelia.,Roma-Arelate,route,,,,Aquis Sextis,Aquae Sextiae,Col. Aquae Sextiae,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/148053,43.526232,5.44541,,settlement,
49,,,10. Via Aurelia.,Roma-Arelate,route,,,,Massilia,Massilia,Massilia,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/148127,43.296854,5.382499,,settlement,
50,,,10. Via Aurelia.,Roma-Arelate,route,,,,Calcaria,Calcaria,Calcaria Solarium,m. p.,XIIII,m. p. XIIII,14.0,,https://pleiades.stoa.org/places/148028,43.460297,5.248532,,station,
51,,,10. Via Aurelia.,Roma-Arelate,route,,,,Fossis Marianis,Fossae Marianae,Fossae Marianae,m. p.,XXXIIII,m. p. XXXIIII,34.0,,https://pleiades.stoa.org/places/148085,43.25,4.75,fossae,unknown,
52,,,10. Via Aurelia.,Roma-Arelate,route,,,,Arelate,Arelate,Theline/Col. Arelate/Constantina,m. p.,XXXIII,m. p. XXXIII,33.0,,https://pleiades.stoa.org/places/148217,43.677616,4.630799,,settlement,
55,,,10. Via Aurelia.,Roma-Cosa,route,,,,,Roma,Roma,,,,0.0,,https://pleiades.stoa.org/places/423025,41.8916621952495,12.49234282802,,urban,
56,,,10. Via Aurelia.,Roma-Cosa,route,,,,Careias,Careiae,Careiae,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/422868,42.032795,12.3038865,,station,
57,,,10. Via Aurelia.,Roma-Cosa,route,,,,Aquis Apollinaribus,Aquae Apollinares,Aquae Apollinares,m. p.,XVIIII,m. p. XVIIII,19.0,,https://pleiades.stoa.org/places/413022,42.1158713333333,12.0382976666667,,settlement-modern,
58,,,10. Via Aurelia.,Roma-Cosa,route,,,,Tarquinios,Tarquinii,Tarquinii,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/413332,42.2545322,11.7581734666667,,settlement,
59,,,10. Via Aurelia.,Roma-Cosa,route,,,,Cosam,Cosa,Cosa,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/413107,42.4114104480815,11.2883770390906,,settlement,
62,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,,Roma,Roma,,,,0.0,,https://pleiades.stoa.org/places/423025,41.8916621952495,12.49234282802,,urban,
63,,,10. Via Aurelia.,Roma-Centumcellae,route,,in,,In Portum,Portus Romae?,Portus,m. p.,XVIIII,m. p. XVIIII,19.0,,https://pleiades.stoa.org/places/423012,41.777046948856,12.2563223271973,portus,settlement,
64,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,Fregenas,Fregenae,Fregenae,m. p.,VIIII,m. p. VIIII,9.0,,https://pleiades.stoa.org/places/422930,41.8545491,12.1957055,,settlement,
65,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,Alsio,Alsum,Alsium,m. p.,VIIII,m. p. VIIII,9.0,,https://pleiades.stoa.org/places/422831,41.9340466,12.101258,,settlement,
66,,,10. Via Aurelia.,Roma-Centumcellae,route,,ad,,Ad Turres,Turres/Ad Turres,Ad Turres,m. p.,IIII,m. p. IIII,4.0,,https://pleiades.stoa.org/places/422818,41.936099,12.155414,turris,station,
67,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,Pirgos,Pyrgi,Pyrgi,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/433061,42.0153455,11.963217,,sanctuary,
68,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,Castro Novo,Castrum Novum,Castrum Novum,m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/432772,42.035284914155504,11.8334515368828,castra,settlement,
69,,,10. Via Aurelia.,Roma-Centumcellae,route,,,,Centum Cellis,Centumcellae,Centum Cellae,m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/413076,42.091179,11.79681,,settlement,
70,,301.6,10. Via Aurelia.,Roma-Laurentum/Lanuvium,route,Ab Vrbe Hostis m. p. XVI,,,Vrbe,Roma,Roma,,,,0.0,,https://pleiades.stoa.org/places/423025,41.8916621952495,12.49234282802,,urban,
72,,,10. Via Aurelia.,Roma-Laurentum/Lanuvium,route,,,,Lanuvio,Lanuvium,Lanuvium,m. p.,XVI,m. p. XVI,16.0,,https://pleiades.stoa.org/places/422956,41.674703,12.697593,,settlement,
