sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
116,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Gabromago,Gabromagus,‘Gabromago’,m. p.,XXX,m. p. XXX,30.0,,https://pleiades.stoa.org/places/197282,47.721923,14.328402,,settlement,
117,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Tutatione,Tutatione,‘Tutatio’,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/187597,47.888663,14.121129,,station,
118,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Ovilavis,Ovilava,Ovilava,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/118901,48.1733764179481,14.0146033173274,,settlement,
119,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Lauriaco,Lauriacum,Lauriacum,m. p.,XXVI,m. p. XXVI,26.0,,https://pleiades.stoa.org/places/118802,48.2186795,14.470479,,fort,
122,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,per lacum,,,Brigantium,Brigantium,,,,0.0,,https://pleiades.stoa.org/places/187325,47.503041,9.747061,,settlement,
123,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Curia,Curia,Curia,m. p.,L,m. p. L,50.0,,https://pleiades.stoa.org/places/187357,46.8485485,9.533107,,settlement,
124,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Tinnetione,Tinnetio,*Tinnetio,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/187589,46.583117,9.61699,,station,
125,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Muro,Murus,Murus,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/187485,46.335002,9.554578,,station,
126,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Summo Laco,Summus Lacus,*Summus L.,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/187562,46.2031189,9.4301481,lacus,lake,
127,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Como,Comum,Comum,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/383627,45.81192,9.085784,,settlement,
128,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Mediolanum,route,,,,Mediolano,Mediolanum,Mediolan(i)um,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/383706,45.463746,9.18806,,settlement,
131,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,,,,,Brigantium,Brigantium,,,,0.0,,https://pleiades.stoa.org/places/187325,47.503041,9.747061,,settlement,
132,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,,,,Curia,Curia,Curia,m. p.,L,m. p. L,50.0,,https://pleiades.stoa.org/places/187357,46.8485485,9.533107,,settlement,
133,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,,,,Tarvesede,Tarvesede,*Tarvessedum,m. p.,LX,m. p. LX,60.0,,https://pleiades.stoa.org/places/187572,46.403017,9.353376,,station,
134,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,,,,Clavenna,Clavenna,Clavenna,m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/187349,46.319789,9.397884,,station,
135,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,Ad lacum Comacinum,ad,,lacum Comacinum,Lacus Comacinus,Larius/Comacinus L.,m. p.,X,m. p. X,10.0,,https://pleiades.stoa.org/places/383689,46.0,9.266667,lacus,lake,
136,,,8. De Italia per Histriam in Dalmatia.,Brigantium-Comum,route,Per lacum Comum usque,per,,Comum,Comum,Comum,m. p.,LX,m. p. LX,60.0,,https://pleiades.stoa.org/places/383627,45.81192,9.085784,lacus,settlement,
