sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
271,,205.7-8,6. ITER TRACIAE.,Ancyra-Mazaca Caesarea,sum-route,Item ab Ancyra per Nisam Caesaream m. p. CXCVIII:,,,Caesaream,Mazaca Caesarea,Mazaka/Eusebeia/Caesarea,m. p.,CXCVIII, m. p. CXCVIII,,,https://pleiades.stoa.org/places/629035,38.72640055,35.4743607,,,
281,,206.8,6. ITER TRACIAE.,Mazaca Caesarea-Satala,sum-route,Item a Caesarea Satala m. p. CCCXX:,,,Caesarea,Mazaca Caesarea,Mazaka/Eusebeia/Caesarea,,,,,,https://pleiades.stoa.org/places/629035,38.72640055,35.4743607,,,
282,,206.8,6. ITER TRACIAE.,Mazaca Caesarea-Satala,sum-route,Item a Caesarea Satala m. p. CCCXX:,,,Satala,Satala,Satala,m. p.,CCCXX, m. p. CCCXX,,,https://pleiades.stoa.org/places/874684,40.02789515,39.59791835,,,
297,,207.10-11,6. ITER TRACIAE.,Satala-Samosata,sum-route,Item a Satala Melitena per ripam Samosatam usque m. p. CCCXLI:,,,Satala,Satala,Satala,,,,,,https://pleiades.stoa.org/places/874684,40.02789515,39.59791835,,,
298,,207.10-11,6. ITER TRACIAE.,Satala-Samosata,sum-route,Item a Satala Melitena per ripam Samosatam usque m. p. CCCXLI:,,,Samosatam,Samosata,Samosata,m. p.,CCCXLI, m. p. CCCXLI,,,https://pleiades.stoa.org/places/658587,37.525756,38.530357,,,
315,,210.5,6. ITER TRACIAE.,Mazaca Caesarea-Melitene,sum-route,Item a Caesarea Melitena m. p. CCXXVIII:,,,Caesarea,Mazaca Caesarea,Mazaka/Eusebeia/Caesarea,,,,,,https://pleiades.stoa.org/places/629035,38.72640055,35.4743607,,,
316,,210.5,6. ITER TRACIAE.,Mazaca Caesarea-Melitene,sum-route,Item a Caesarea Melitena m. p. CCXXVIII:,,,Melitena,Melitene,Melitene,m. p.,CCXXVIII, m. p. CCXXVIII,,,https://pleiades.stoa.org/places/629040,38.382217,38.361152,,,
328,,211.5,6. ITER TRACIAE.,Mazaca Caesarea-Anazarbos,sum-route,Item a Caesarea Anazarbo m. p. CCXI:,,,Caesarea,Mazaca Caesarea,Mazaka/Eusebeia/Caesarea,,,,,,https://pleiades.stoa.org/places/629035,38.72640055,35.4743607,,,
329,,211.5,6. ITER TRACIAE.,Mazaca Caesarea-Anazarbos,sum-route,Item a Caesarea Anazarbo m. p. CCXI:,,,Anazarbo,Anazarbos,Anazarbos,m. p.,CCXI, m. p. CCXI,,,https://pleiades.stoa.org/places/659874,37.25,35.75,,,
341,,212.5,6. ITER TRACIAE.,Sebasteia-Kokussos-4,sum-route,Item a Sebastia Cocuso m. p. CCVI:,,,Sebastia,Sebasteia,Sebasteia/Megalopolis?/Talaura?,,,,,,https://pleiades.stoa.org/places/629075,39.7490195,37.016607,,,
342,,212.5,6. ITER TRACIAE.,Sebasteia-Kokussos-4,sum-route,Item a Sebastia Cocuso m. p. CCVI:,,,Cocuso,Kokussos,Kokousos,m. p.,CCVI, m. p. CCVI,,,https://pleiades.stoa.org/places/629013,38.031581,36.4983445,,,
352,,213.2,6. ITER TRACIAE.,Nicopolis-Arabissos,sum-route,Item a Nicopoli Arabisso m. p. CCXXVI:,,,Nicopoli,Nicopolis,Nicopolis,,,,,,https://pleiades.stoa.org/places/857248,40.1485567,38.14353355,,,
353,,213.2,6. ITER TRACIAE.,Nicopolis-Arabissos,sum-route,Item a Nicopoli Arabisso m. p. CCXXVI:,,,Arabisso,Arabissos/Tripotamos,Arabissos/Tripotamos,m. p.,CCXXVI, m. p. CCXXVI,,,https://pleiades.stoa.org/places/628925,38.246013,36.911673,,,
365,,214.1-2,6. ITER TRACIAE.,Sebastopolis-Mazaca Caesarea,sum-route,Item a Sebastopoli Caesaream usque m. p. CCVII:,,,Sebastopoli,Sebastopolis,Sebastopolis/Herakleopolis/Karana?,,,,,,https://pleiades.stoa.org/places/629076,39.9973910488711,36.0833694770224,,,
366,,214.1-2,6. ITER TRACIAE.,Sebastopolis-Mazaca Caesarea,sum-route,Item a Sebastopoli Caesaream usque m. p. CCVII:,,,Caesaream,Mazaca Caesarea,Mazaka/Eusebeia/Caesarea,m. p.,CCVII, m. p. CCVII,,,https://pleiades.stoa.org/places/629035,38.72640055,35.4743607,,,
376,,214.11,6. ITER TRACIAE.,Kokussos-Arabissos,sum-route,Item a Cocuso Arabisso usque m. p. LII:,,,Cocuso,Kokussos,Kokousos,,,,,,https://pleiades.stoa.org/places/629013,38.031581,36.4983445,,,
377,,214.11,6. ITER TRACIAE.,Kokussos-Arabissos,sum-route,Item a Cocuso Arabisso usque m. p. LII:,,,Arabisso,Arabissos/Tripotamos,Arabissos/Tripotamos,m. p.,LII, m. p. LII,,,https://pleiades.stoa.org/places/628925,38.246013,36.911673,,,
381,,214.14,6. ITER TRACIAE.,Kokussos-Melitene,sum-route,Item a Cocuso Melitenam m. p. CXLII:,,,Cocuso,Kokussos,Kokousos,,,,,,https://pleiades.stoa.org/places/629013,38.031581,36.4983445,,,
